property_id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,sqft,lot_size,year_built,garage,property_type,condition,school_rating,crime_rate,walkability_score,public_transport_access,shopping_proximity,actual_price,listed_price,date_listed,date_sold,days_on_market,data_source,price_per_sqft,age,bed_bath_ratio,total_rooms
PROP_002943,0274 White Corners Suite 259,Atlanta,GA,68038,33.889321,-84.416717,2,2,748,10940,1984,2,Condo,Fair,3.6,1.0,67.5,8,4,144811,161124,2024-12-16,2025-01-02,17,Zillow,193.5975935828877,40,1.0,4
PROP_002944,3482 Hart Hill Apt. 191,San Francisco,CA,81307,37.71777,-122.431671,3,1,2591,5464,2014,1,Duplex,Fair,10.0,19.5,100.0,5,5,1214886,1294203,2025-04-29,2025-05-13,14,MLS,468.88691624855267,10,3.0,4
PROP_002945,2894 Jonathan Place,Atlanta,GA,30670,33.739216,-84.465693,2,1,4014,2392,1998,1,Single Family,Good,7.7,3.2,67.5,1,6,586057,645590,2023-11-11,2023-11-26,15,MLS,146.00323866467363,26,2.0,3
PROP_002946,238 Lawrence Brooks,Atlanta,GA,56418,33.762266,-84.453203,3,1,1317,5263,1972,0,Duplex,Needs Work,4.5,32.1,74.5,2,5,286161,306832,2024-06-20,2024-07-01,11,Direct,217.28246013667425,52,3.0,4
PROP_002947,234 Vega Common Suite 509,Seattle,WA,73514,47.662076,-122.365859,3,2,2506,11050,2021,1,Townhouse,Fair,6.5,18.2,90.7,10,3,1229502,1403981,2025-05-31,2025-06-09,9,Zillow,490.6233040702314,3,1.5,5
PROP_002948,072 Daniel Causeway,San Francisco,CA,62602,37.754887,-122.464346,3,3,2444,2779,2001,2,Condo,Good,9.5,1.2,92.5,2,8,1220062,1360806,2023-11-06,2023-12-11,35,Direct,499.20703764320785,23,1.0,6
PROP_002949,7577 Derek Loaf,Seattle,WA,33102,47.621455,-122.366751,2,2,2908,7367,2022,0,Single Family,Needs Work,10.0,3.1,87.1,4,3,1063856,1219696,2025-08-21,2025-08-30,9,Realtor.com,365.83768913342504,2,1.0,4
PROP_002950,6209 Lane Streets,Seattle,WA,54133,47.510835,-122.236333,3,3,2177,4765,2011,2,Single Family,Excellent,6.9,5.6,56.9,3,8,832496,931396,2024-11-18,2024-11-24,6,Realtor.com,382.40514469453376,13,1.0,6
PROP_002951,42286 Alexandra Tunnel Suite 431,Seattle,WA,65266,47.546071,-122.207943,2,1,1949,14430,1985,1,Duplex,Needs Work,7.6,5.8,52.5,7,6,618208,667398,2025-01-23,2025-02-04,12,Realtor.com,317.192406362237,39,2.0,3
PROP_002952,163 Moore Prairie,Austin,TX,44815,30.351503,-97.726262,2,3,2151,5682,2012,0,Townhouse,Needs Work,7.4,15.8,79.3,5,2,624899,657341,2024-04-03,2024-04-11,8,Realtor.com,290.5155741515574,12,0.6666666666666666,5
PROP_002953,901 Maxwell Course,Seattle,WA,83049,47.525608,-122.27023,4,1,2498,2333,2002,2,Duplex,Excellent,3.8,3.2,80.0,5,9,1160889,1278759,2024-03-06,2024-03-14,8,Direct,464.7273819055244,22,4.0,5
PROP_002954,570 Collins Route,San Francisco,CA,99803,37.731495,-122.444291,4,1,2712,9645,1989,3,Townhouse,Good,4.9,14.3,68.0,2,1,1311673,1496790,2025-06-19,2025-07-09,20,MLS,483.6552359882006,35,4.0,5
PROP_002955,53386 Gregory Mill,Atlanta,GA,06095,33.771716,-84.453699,3,2,1963,3175,1994,3,Townhouse,Excellent,5.8,24.7,30.7,8,5,454361,481951,2025-07-26,2025-09-12,48,MLS,231.46255731023942,30,1.5,5
PROP_002956,18477 Ballard Summit,San Francisco,CA,72573,37.739448,-122.43204,3,2,1330,6539,1964,3,Condo,Fair,6.2,0.7,58.1,8,4,574395,632071,2024-10-26,2024-11-02,7,Direct,431.87593984962405,60,1.5,5
PROP_002957,4797 Thomas Well,Denver,CO,70732,39.675407,-105.099018,4,2,1829,8451,2019,3,Townhouse,Excellent,7.8,53.8,70.2,5,8,495251,526705,2023-12-20,2023-12-28,8,Realtor.com,270.7769272826681,5,2.0,6
PROP_002958,78078 Hernandez Views,San Francisco,CA,20152,37.754323,-122.480704,1,3,816,5452,1983,1,Condo,Fair,6.5,18.5,97.3,3,9,605096,666620,2024-12-09,2024-12-25,16,Realtor.com,741.5392156862745,41,0.3333333333333333,4
PROP_002959,20447 Donald River,San Francisco,CA,03169,37.777371,-122.488303,2,3,1505,8486,1995,2,Townhouse,Needs Work,6.8,1.7,92.7,8,6,853277,897495,2025-01-18,2025-01-30,12,Zillow,566.9614617940199,29,0.6666666666666666,5
PROP_002960,463 Gregory Roads,Atlanta,GA,57479,33.767676,-84.489736,4,2,2739,3616,1974,3,Duplex,Good,5.3,30.3,83.5,7,8,458828,512348,2025-04-30,2025-05-16,16,MLS,167.51661190215407,50,2.0,6
PROP_002961,989 Tiffany Springs,Atlanta,GA,12545,33.794258,-84.486589,2,2,2708,9986,2008,3,Townhouse,Fair,5.3,0.7,52.3,3,10,426047,461763,2025-08-12,2025-09-03,22,Zillow,157.32902511078288,16,1.0,4
PROP_002962,9763 Wilson Walk,Seattle,WA,03550,47.652575,-122.328421,1,1,1878,4222,1994,3,Condo,Excellent,4.1,21.1,93.8,9,9,538562,597772,2023-12-28,2024-02-07,41,Realtor.com,286.7742279020234,30,1.0,2
PROP_002963,959 Sean Valleys Apt. 752,Austin,TX,91388,30.293598,-97.776326,3,3,2313,2494,1984,0,Condo,Excellent,7.2,25.5,84.6,5,10,545079,610751,2024-02-05,2024-02-13,8,Direct,235.65888456549936,40,1.0,6
PROP_002964,9877 Robinson Pike Suite 299,Denver,CO,31628,39.697889,-104.965608,3,2,2289,9589,1963,0,Duplex,Fair,10.0,11.5,84.4,10,10,652105,727371,2024-01-23,2024-02-11,19,MLS,284.8864132809087,61,1.5,5
PROP_002965,243 Donna Point,Seattle,WA,59771,47.620631,-122.327081,3,3,938,7511,1988,3,Duplex,Needs Work,4.4,23.6,45.1,4,10,318493,359637,2025-01-01,2025-01-14,13,Direct,339.54477611940297,36,1.0,6
PROP_002966,246 Steven Falls Apt. 001,San Francisco,CA,40037,37.734312,-122.479441,3,3,1286,10870,1984,0,Single Family,Excellent,7.7,24.8,87.4,9,1,813058,926644,2024-12-12,2024-12-22,10,Realtor.com,632.2379471228616,40,1.0,6
PROP_002967,973 Mayo Station,San Francisco,CA,44579,37.763913,-122.410959,3,2,2079,13688,2017,1,Duplex,Excellent,5.1,14.3,26.6,9,9,1075904,1133110,2025-07-09,2025-08-01,23,Direct,517.5103415103415,7,1.5,5
PROP_002968,7968 Brian Cape Apt. 136,Atlanta,GA,02657,33.696082,-84.407481,5,1,2785,6050,2019,2,Single Family,Excellent,10.0,11.1,69.6,2,1,570813,612574,2025-05-16,2025-05-26,10,Realtor.com,204.95978456014362,5,5.0,6
PROP_002969,4831 Diaz Rapid,Seattle,WA,82986,47.642775,-122.310149,3,3,2878,4382,2001,3,Townhouse,Fair,4.6,25.9,31.2,8,3,852636,973105,2023-11-27,2023-12-05,8,MLS,296.25990271021544,23,1.0,6
PROP_002970,9366 Rachel Pine Apt. 628,Seattle,WA,20290,47.669899,-122.248372,3,1,940,10749,1992,2,Condo,Good,8.3,27.8,70.1,5,10,548653,610310,2024-02-22,2024-03-01,8,MLS,583.6734042553192,32,3.0,4
PROP_002971,01278 Brown Light,Seattle,WA,62862,47.558441,-122.256191,2,3,1885,11179,1982,2,Duplex,Fair,5.5,27.0,33.9,4,8,682962,740855,2024-08-28,2024-09-09,12,Zillow,362.3140583554377,42,0.6666666666666666,5
PROP_002972,098 Warren Trail Apt. 148,San Francisco,CA,66841,37.741633,-122.487602,2,2,2841,11264,2021,3,Townhouse,Needs Work,7.6,5.9,74.7,1,8,1250045,1352657,2024-01-24,2024-02-06,13,MLS,440.0017599436818,3,1.0,4
PROP_002973,88244 Rice Branch,Atlanta,GA,53849,33.87659,-84.480904,3,3,2454,2037,2019,0,Townhouse,Excellent,8.4,0.6,39.0,5,1,677578,762258,2025-04-13,2025-04-23,10,Direct,276.1116544417278,5,1.0,6
PROP_002974,664 Brandon Trace,Denver,CO,32654,39.754845,-104.901029,2,1,1288,8927,1982,2,Duplex,Excellent,8.0,11.6,55.1,8,10,446096,470672,2025-02-08,2025-02-16,8,Direct,346.3478260869565,42,2.0,3
PROP_002975,297 Contreras Mission Suite 328,Austin,TX,73054,30.235293,-97.743818,4,3,1130,7409,1988,2,Duplex,Good,6.2,0.1,74.4,8,4,452441,505002,2023-12-22,2023-12-29,7,Realtor.com,400.39026548672564,36,1.3333333333333333,7
PROP_002976,446 Aaron Neck Suite 470,Denver,CO,12427,39.62984,-104.927241,4,3,2027,12519,2023,3,Duplex,Good,8.5,14.0,16.9,7,7,726688,771372,2024-04-10,2024-05-07,27,Realtor.com,358.5041933892452,1,1.3333333333333333,7
PROP_002977,45826 Vincent Ports,Denver,CO,77272,39.780267,-105.007712,4,2,1841,12928,1984,1,Duplex,Needs Work,5.2,21.4,57.6,2,1,654685,724101,2025-06-26,2025-07-04,8,Realtor.com,355.6137968495383,40,2.0,6
PROP_002978,427 Hendricks Shoals Suite 253,Austin,TX,99263,30.318018,-97.720391,2,3,2062,10119,2010,3,Condo,Excellent,9.4,21.8,88.1,9,6,594592,665539,2023-12-12,2023-12-22,10,Zillow,288.356935014549,14,0.6666666666666666,5
PROP_002979,69535 Elliott Path,Atlanta,GA,42310,33.878516,-84.359872,2,4,2385,4585,2015,2,Single Family,Needs Work,6.6,52.4,55.0,1,1,441411,474834,2024-04-10,2024-05-05,25,Realtor.com,185.07798742138365,9,0.5,6
PROP_002980,55615 Delgado Underpass Apt. 042,San Francisco,CA,18197,37.739685,-122.45058,1,2,1996,9869,2006,0,Condo,Needs Work,6.3,7.3,29.0,2,3,940632,1020786,2024-07-12,2024-07-22,10,Direct,471.2585170340681,18,0.5,3
PROP_002981,805 Daniel Highway,Seattle,WA,72884,47.542598,-122.208503,2,2,1680,14469,1987,2,Duplex,Good,7.9,29.1,68.2,8,3,776104,815629,2025-07-17,2025-07-28,11,MLS,461.96666666666664,37,1.0,4
PROP_002982,952 Armstrong Spurs,Denver,CO,77478,39.620138,-104.918311,3,3,1888,8514,1985,1,Condo,Good,6.2,61.5,43.6,8,1,446213,486694,2025-01-29,2025-03-19,49,Zillow,236.3416313559322,39,1.0,6
PROP_002983,89589 Alexandra Mission,Denver,CO,87223,39.72807,-104.901737,2,1,1811,7219,1973,2,Townhouse,Needs Work,6.2,7.1,65.1,5,8,431231,477569,2025-07-19,2025-08-08,20,Zillow,238.11761457758143,51,2.0,3
PROP_002984,04939 Martinez Mews,Denver,CO,41092,39.76138,-104.902234,2,2,1586,12704,1999,0,Duplex,Good,4.6,8.5,100.0,7,10,541899,596759,2023-12-19,2024-01-12,24,MLS,341.6765447667087,25,1.0,4
PROP_002985,0422 Zachary Pike Suite 606,Atlanta,GA,02515,33.798937,-84.463043,4,3,1334,5892,1990,2,Single Family,Excellent,7.0,5.4,90.4,10,8,319255,364279,2024-07-12,2024-07-27,15,Zillow,239.3215892053973,34,1.3333333333333333,7
PROP_002986,9165 Ruiz Estates,San Francisco,CA,09214,37.781554,-122.428779,1,3,713,9134,1983,3,Condo,Fair,3.7,37.9,80.7,5,1,386167,420300,2024-10-23,2024-10-29,6,Realtor.com,541.6086956521739,41,0.3333333333333333,4
PROP_002987,7637 John Mission,Austin,TX,14906,30.394327,-97.788608,2,1,1884,11260,1993,2,Condo,Good,4.5,8.1,61.7,6,4,443723,504177,2024-06-24,2024-07-12,18,Zillow,235.52176220806794,31,2.0,3
PROP_002988,79030 Krueger Plains Apt. 493,Seattle,WA,13045,47.633106,-122.326861,2,2,1926,5928,1993,0,Duplex,Fair,8.7,43.3,52.4,8,4,928932,1058004,2025-05-04,2025-05-15,11,Zillow,482.3115264797508,31,1.0,4
PROP_002989,34821 Ronald Skyway Suite 931,San Francisco,CA,68423,37.755792,-122.406463,2,2,2355,8305,2021,2,Condo,Fair,9.9,8.1,77.6,6,6,1504390,1677924,2025-04-02,2025-04-16,14,Zillow,638.8067940552017,3,1.0,4
PROP_002990,750 Davidson Rapid Apt. 392,Atlanta,GA,56998,33.73214,-84.301419,4,1,1323,7986,2003,3,Single Family,Excellent,4.7,14.7,77.3,6,3,278031,301601,2024-05-10,2024-06-13,34,Realtor.com,210.15192743764172,21,4.0,5
PROP_002991,0714 Carrie Ports,San Francisco,CA,60202,37.779784,-122.471071,4,2,2621,5128,2020,2,Duplex,Needs Work,4.7,24.8,31.3,3,6,1515706,1610697,2025-06-21,2025-07-21,30,Direct,578.293017932087,4,2.0,6
PROP_002992,2027 Miller Manors Apt. 308,Seattle,WA,60197,47.586177,-122.393002,2,1,1242,7484,2005,2,Condo,Excellent,10.0,10.9,48.4,6,2,380694,424403,2024-03-30,2024-04-22,23,Direct,306.5169082125604,19,2.0,3
PROP_002993,449 Wanda Crossing,Seattle,WA,61874,47.6732,-122.359849,4,2,954,6103,2008,2,Duplex,Good,3.4,26.9,81.7,2,3,446184,507645,2025-01-26,2025-02-04,9,Direct,467.6981132075472,16,2.0,6
PROP_002994,64272 Sue Highway,Austin,TX,54367,30.329273,-97.733096,3,2,2085,10069,2011,3,Townhouse,Good,4.9,3.7,52.5,2,4,549165,610914,2025-03-23,2025-03-30,7,Realtor.com,263.3884892086331,13,1.5,5
PROP_002995,40867 Rodriguez Well,Atlanta,GA,18677,33.713012,-84.436031,5,3,3998,9070,2003,2,Single Family,Good,6.7,16.9,69.7,3,3,962016,1100403,2024-12-02,2024-12-09,7,Zillow,240.62431215607805,21,1.6666666666666667,8
PROP_002996,77393 Abigail Cliffs,Denver,CO,01702,39.702012,-104.903955,2,3,2185,6419,2005,0,Duplex,Good,9.4,7.3,86.9,10,8,428410,449933,2024-03-19,2024-03-26,7,MLS,196.0686498855835,19,0.6666666666666666,5
PROP_002997,9686 King Common,Seattle,WA,04702,47.675944,-122.268341,2,3,2231,14583,1994,2,Townhouse,Excellent,5.8,33.3,54.2,3,7,625909,672618,2024-04-28,2024-05-08,10,MLS,280.5508740475123,30,0.6666666666666666,5
PROP_002998,25332 White Union Apt. 311,Atlanta,GA,22987,33.756359,-84.496377,1,3,629,11711,1970,0,Condo,Fair,6.4,3.4,63.3,9,1,131210,144528,2025-03-17,2025-04-07,21,MLS,208.60095389507154,54,0.3333333333333333,4
PROP_002999,2541 Sarah Ville Apt. 277,Denver,CO,07373,39.74248,-105.094968,3,2,2357,11058,2007,0,Single Family,Excellent,4.0,6.3,74.0,6,7,629974,724091,2024-04-18,2024-05-11,23,Zillow,267.2778956300382,17,1.5,5
PROP_003000,213 Kirk Ford Apt. 286,Denver,CO,97451,39.726953,-104.907714,4,3,877,3122,1991,0,Duplex,Needs Work,8.8,6.2,80.7,7,10,517791,583959,2025-04-29,2025-05-07,8,Realtor.com,590.4116305587229,33,1.3333333333333333,7
PROP_003001,59017 Katrina Ways,Atlanta,GA,57136,33.873777,-84.32398,3,1,1858,9340,2023,3,Single Family,Fair,9.6,48.6,78.4,3,9,449413,512588,2025-07-17,2025-07-31,14,MLS,241.87997847147471,1,3.0,4
PROP_003002,6267 Adam Ridge Apt. 881,Austin,TX,59863,30.238029,-97.722267,4,3,2769,6382,1988,2,Townhouse,Fair,6.4,8.5,50.2,10,2,714976,754413,2023-09-25,2023-10-07,12,Zillow,258.20729505236545,36,1.3333333333333333,7
PROP_003003,672 Marquez Green,Atlanta,GA,81817,33.673407,-84.484193,6,2,1201,14207,1998,3,Single Family,Fair,8.3,3.1,91.9,7,6,380108,431173,2023-11-27,2023-12-04,7,Direct,316.4929225645296,26,3.0,8
PROP_003004,599 Dyer Isle Suite 696,San Francisco,CA,38162,37.785062,-122.408098,3,2,1805,5458,2011,0,Duplex,Fair,4.9,77.9,87.9,10,10,1187378,1321755,2024-07-01,2024-07-12,11,Realtor.com,657.8271468144044,13,1.5,5
PROP_003005,9807 Alexandra Landing Suite 298,San Francisco,CA,57324,37.767541,-122.460391,2,3,2166,8519,1990,2,Townhouse,Fair,2.8,22.1,64.4,1,9,1036761,1155910,2025-06-16,2025-07-08,22,Direct,478.6523545706371,34,0.6666666666666666,5
PROP_003006,0019 Thompson Harbor,Austin,TX,70355,30.225416,-97.777389,2,1,2574,4420,1971,2,Townhouse,Needs Work,5.5,56.5,32.1,7,5,528137,579460,2025-08-05,2025-08-19,14,MLS,205.18142968142968,53,2.0,3
PROP_003007,3281 Farley Vista,Austin,TX,87755,30.373281,-97.763593,2,1,2171,14767,1998,2,Duplex,Needs Work,5.8,16.4,37.7,5,6,479154,543350,2024-01-30,2024-02-05,6,Direct,220.70658682634732,26,2.0,3
PROP_003008,846 Lisa Locks,San Francisco,CA,05571,37.72454,-122.411549,4,2,3561,5592,2015,2,Single Family,Fair,5.4,15.4,66.3,5,3,1595459,1680998,2024-08-14,2024-09-03,20,Direct,448.0367874192643,9,2.0,6
PROP_003009,901 Brett Mountain Suite 321,Seattle,WA,13340,47.601989,-122.282098,4,3,2900,12025,2016,3,Townhouse,Fair,6.7,9.9,81.2,7,10,1133428,1191820,2025-06-02,2025-06-12,10,Zillow,390.83724137931034,8,1.3333333333333333,7
PROP_003010,7090 Anthony Underpass Suite 465,Austin,TX,26704,30.362047,-97.704813,4,3,1849,4674,2015,1,Townhouse,Good,5.3,7.8,51.9,7,9,572382,625933,2024-11-01,2024-11-08,7,Zillow,309.56300703082746,9,1.3333333333333333,7
PROP_003011,9756 Edward Row Suite 885,San Francisco,CA,78100,37.790577,-122.487723,2,2,1072,14116,1973,2,Condo,Fair,6.6,23.7,53.0,8,9,666866,713938,2023-10-21,2023-11-06,16,MLS,622.0764925373135,51,1.0,4
PROP_003012,660 Gibbs Camp Apt. 171,Austin,TX,66608,30.372179,-97.750287,3,1,780,2438,1992,3,Condo,Good,10.0,6.7,87.8,10,5,324903,363175,2024-10-21,2024-10-28,7,Realtor.com,416.5423076923077,32,3.0,4
PROP_003013,69528 Young Mill Apt. 346,San Francisco,CA,89135,37.77584,-122.471374,3,2,1952,14729,1953,2,Condo,Good,7.7,14.1,67.7,5,2,1073495,1175996,2024-11-15,2024-11-27,12,Realtor.com,549.9462090163935,71,1.5,5
PROP_003014,4156 Barbara Trail,Austin,TX,22033,30.389956,-97.726404,2,2,1962,10660,2013,3,Single Family,Needs Work,8.7,26.1,51.3,8,10,471186,500574,2023-12-22,2023-12-30,8,MLS,240.1559633027523,11,1.0,4
PROP_003015,49041 Jessica Rapid,Atlanta,GA,08116,33.823407,-84.405861,4,2,2765,4224,2000,0,Duplex,Excellent,5.9,7.0,81.0,2,1,557424,621300,2025-02-12,2025-02-25,13,Realtor.com,201.6,24,2.0,6
PROP_003016,05847 Keller Burgs Apt. 733,San Francisco,CA,54519,37.774168,-122.415382,3,2,1105,2292,2019,0,Condo,Needs Work,8.8,10.1,53.4,8,8,890500,950467,2024-08-12,2024-08-19,7,Realtor.com,805.8823529411765,5,1.5,5
PROP_003017,95097 Moran Pike Apt. 816,Austin,TX,66870,30.22665,-97.778826,3,2,891,12091,1997,1,Condo,Good,7.6,52.9,64.9,5,3,327927,351734,2025-02-27,2025-04-05,37,Realtor.com,368.043771043771,27,1.5,5
PROP_003018,514 Martin Pass,Atlanta,GA,10137,33.736856,-84.427578,3,1,1733,2784,2012,1,Duplex,Excellent,8.2,7.5,70.0,9,9,395519,441971,2025-07-06,2025-07-21,15,Realtor.com,228.22792844777842,12,3.0,4
PROP_003019,36649 Mckinney Overpass,Austin,TX,25958,30.261802,-97.700472,2,3,3355,8200,1994,1,Single Family,Good,8.3,15.0,65.0,10,7,716503,768612,2024-04-19,2024-04-28,9,Direct,213.56274217585693,30,0.6666666666666666,5
PROP_003020,185 Perkins Estate Suite 474,Seattle,WA,23463,47.649616,-122.266569,2,1,2552,13273,2023,1,Townhouse,Fair,6.0,8.6,61.6,9,10,418327,458575,2024-05-17,2024-06-12,26,Realtor.com,163.92123824451411,1,2.0,3
PROP_003021,707 Connor Mission,Atlanta,GA,74955,33.810469,-84.355547,2,2,1980,11662,2008,1,Duplex,Fair,4.7,0.4,96.2,4,3,416726,447749,2025-06-15,2025-07-08,23,MLS,210.46767676767678,16,1.0,4
PROP_003022,73484 Kathryn Lodge,Austin,TX,89923,30.370435,-97.728731,3,2,1166,9769,2008,2,Townhouse,Needs Work,8.4,2.2,72.1,8,8,441223,494349,2024-05-06,2024-05-16,10,MLS,378.4073756432247,16,1.5,5
PROP_003023,483 Kelly Court Apt. 959,Seattle,WA,28781,47.649258,-122.384314,2,3,1648,11407,2019,2,Duplex,Fair,6.0,6.5,51.7,6,10,686052,735779,2025-03-16,2025-03-22,6,Zillow,416.29368932038835,5,0.6666666666666666,5
PROP_003024,6067 Stephanie Trail,San Francisco,CA,89247,37.743823,-122.477034,6,3,4265,12327,1989,0,Single Family,Excellent,5.7,0.2,83.5,10,5,2543440,2831499,2023-09-12,2023-09-27,15,Direct,596.3516998827668,35,2.0,9
PROP_003025,5320 Cortez Drives Suite 495,Austin,TX,58417,30.227528,-97.732532,3,3,1665,14811,1995,3,Duplex,Fair,7.8,25.0,47.1,5,10,513832,565481,2024-10-20,2024-10-28,8,Direct,308.60780780780783,29,1.0,6
PROP_003026,568 Diaz Crossroad Apt. 657,Atlanta,GA,62233,33.640544,-84.491202,5,2,4453,4020,1977,0,Single Family,Excellent,4.2,19.9,35.4,2,5,799071,896405,2023-11-01,2023-11-10,9,Zillow,179.4455423310128,47,2.5,7
PROP_003027,099 Briana Views Suite 717,Seattle,WA,88497,47.511542,-122.363559,4,2,2020,10002,2022,2,Duplex,Fair,10.0,7.1,50.7,2,5,931781,986365,2025-05-31,2025-06-14,14,MLS,461.27772277227723,2,2.0,6
PROP_003028,33425 David Village Apt. 397,Seattle,WA,24103,47.639457,-122.265862,3,1,2095,12875,1988,0,Duplex,Excellent,5.0,28.3,57.3,5,6,568949,643172,2025-04-15,2025-04-22,7,Direct,271.5747016706444,36,3.0,4
PROP_003029,676 Michael Avenue,Austin,TX,27061,30.296754,-97.732661,2,3,1357,13807,1997,3,Townhouse,Needs Work,5.4,11.8,15.7,6,3,373717,416362,2023-10-03,2023-10-15,12,Realtor.com,275.3994104642594,27,0.6666666666666666,5
PROP_003030,125 William Islands Suite 916,Seattle,WA,31754,47.591328,-122.282735,1,2,835,7437,1991,0,Condo,Good,3.0,26.6,25.3,4,5,286510,305284,2025-03-26,2025-04-28,33,Zillow,343.125748502994,33,0.5,3
PROP_003031,5818 Curtis Burg,Austin,TX,49587,30.274628,-97.75525,2,2,1948,9279,2018,1,Townhouse,Fair,3.6,16.3,48.9,3,7,478771,525885,2024-12-04,2024-12-30,26,Realtor.com,245.77566735112936,6,1.0,4
PROP_003032,6510 Wilson Stravenue,Seattle,WA,96311,47.633123,-122.398185,3,1,1223,11671,1992,3,Duplex,Excellent,6.8,7.8,69.2,5,1,542300,607857,2024-08-08,2024-09-20,43,Direct,443.4178250204415,32,3.0,4
PROP_003033,5884 Karen Station Suite 559,Atlanta,GA,56179,33.723881,-84.311926,3,1,4429,11770,2016,0,Single Family,Needs Work,9.5,34.6,15.2,5,7,632078,726339,2025-05-04,2025-05-15,11,Direct,142.71347934070897,8,3.0,4
PROP_003034,187 Wright Courts Suite 322,Atlanta,GA,92599,33.645468,-84.331063,4,2,1771,3476,2004,3,Duplex,Excellent,7.2,1.5,55.3,3,5,441278,503790,2025-03-07,2025-03-17,10,Zillow,249.16883116883116,20,2.0,6
PROP_003035,21494 Denise Cliff,Denver,CO,31682,39.761934,-104.943473,3,3,2144,5572,2017,1,Duplex,Fair,8.9,6.3,62.7,4,7,639619,718635,2024-11-27,2025-01-11,45,Realtor.com,298.3297574626866,7,1.0,6
PROP_003036,74588 Jason Key Suite 151,Austin,TX,55993,30.345529,-97.711055,3,3,1912,7245,2003,0,Townhouse,Needs Work,8.0,45.3,0.0,9,2,631807,694332,2024-05-30,2024-06-10,11,MLS,330.44299163179915,21,1.0,6
PROP_003037,5476 Tonya Underpass,Atlanta,GA,71900,33.795738,-84.440493,3,3,1058,8324,1992,2,Condo,Needs Work,1.7,0.6,99.0,2,3,237499,260328,2024-10-29,2024-11-23,25,Direct,224.47920604914933,32,1.0,6
PROP_003038,8886 Robles Gardens,San Francisco,CA,57587,37.778868,-122.479539,4,3,2308,5875,2008,0,Townhouse,Needs Work,5.1,21.6,67.5,3,8,1287766,1404294,2024-02-10,2024-03-25,44,Realtor.com,557.9575389948006,16,1.3333333333333333,7
PROP_003039,1058 Taylor Course,Atlanta,GA,69199,33.860247,-84.49235,3,1,2188,12314,1990,2,Townhouse,Needs Work,5.7,9.5,40.2,7,4,407397,440737,2024-09-02,2024-09-11,9,MLS,186.19606946983546,34,3.0,4
PROP_003040,887 Gibson Rue Suite 060,San Francisco,CA,85418,37.771101,-122.488188,2,2,1097,7876,2014,0,Duplex,Needs Work,8.4,10.6,70.4,5,1,642072,737778,2024-10-21,2024-11-19,29,Direct,585.2980856882407,10,1.0,4
PROP_003041,498 Amy Port,Seattle,WA,65658,47.629595,-122.225781,4,3,2534,10215,2018,0,Duplex,Excellent,2.9,1.4,90.3,4,6,1208629,1370497,2024-01-19,2024-01-29,10,Zillow,476.9648776637727,6,1.3333333333333333,7
PROP_003042,38326 Timothy Summit,Atlanta,GA,53973,33.879303,-84.403454,3,2,1347,4673,1984,2,Condo,Needs Work,6.1,40.2,74.4,8,8,350998,390612,2024-08-02,2024-08-09,7,Direct,260.57757980697846,40,1.5,5
PROP_003043,215 Boyer Isle Apt. 323,San Francisco,CA,10349,37.759272,-122.428577,3,2,2058,3460,1974,1,Townhouse,Needs Work,7.0,1.8,48.3,10,10,897393,945577,2023-10-20,2023-11-06,17,MLS,436.05102040816325,50,1.5,5
PROP_003044,96568 Diaz Streets,Denver,CO,19691,39.794791,-104.911844,4,3,1374,12761,2021,1,Townhouse,Good,2.3,33.7,81.1,4,2,591898,622053,2024-04-01,2024-04-08,7,Zillow,430.78457059679766,3,1.3333333333333333,7
PROP_003045,43033 Roger Tunnel,Austin,TX,18186,30.294193,-97.773818,4,3,1199,3054,2003,1,Duplex,Needs Work,5.1,30.8,78.5,9,9,320672,337338,2024-12-24,2025-01-11,18,Realtor.com,267.44954128440367,21,1.3333333333333333,7
PROP_003046,9616 Gregory Loop,San Francisco,CA,50832,37.769319,-122.425815,3,2,1171,10622,2016,2,Townhouse,Good,8.4,40.7,93.9,6,2,768412,882968,2023-11-18,2023-12-02,14,Realtor.com,656.201537147737,8,1.5,5
PROP_003047,263 Thompson Pine Suite 233,Atlanta,GA,76313,33.89631,-84.427083,5,4,3929,4564,2004,1,Single Family,Good,7.1,2.9,29.4,6,6,827517,915067,2025-05-28,2025-06-09,12,Zillow,210.61771443115296,20,1.25,9
PROP_003048,346 Amanda Estates Apt. 873,Seattle,WA,03119,47.505166,-122.202336,4,2,2368,2094,2017,1,Townhouse,Good,7.9,9.0,45.9,9,3,914283,999967,2024-07-10,2024-07-27,17,Zillow,386.09923986486484,7,2.0,6
PROP_003049,8710 Morales Ports,Austin,TX,71355,30.287766,-97.738753,2,3,2748,13898,2002,1,Townhouse,Fair,5.9,3.5,27.3,10,7,657261,696951,2024-07-30,2024-08-14,15,Realtor.com,239.17794759825327,22,0.6666666666666666,5
PROP_003050,1236 Kaitlyn Overpass Suite 724,Atlanta,GA,34324,33.692941,-84.352496,2,3,1960,6538,1990,2,Condo,Fair,8.7,51.0,78.1,1,8,336823,362626,2024-01-21,2024-03-14,53,Zillow,171.8484693877551,34,0.6666666666666666,5
PROP_003051,47571 Williams Forge Apt. 988,Seattle,WA,99773,47.692981,-122.200258,1,1,2490,13894,2020,0,Condo,Excellent,7.0,18.1,65.4,9,8,770171,881783,2024-11-01,2024-11-10,9,Realtor.com,309.30562248995983,4,1.0,2
